deck_id,deck_name,archetype,slot,card_id,card_name,card_class,card_type,expansion,collection_no,is_ace_spec,is_basic_pokemon
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,14,184,Latias ex,Pokemon,POKEMON,SSP,76,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,15,184,Latias ex,Pokemon,POKEMON,SSP,76,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,16,108,Wellspring Mask Ogerpon ex,Pokemon,POKEMON,TWM,64,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,17,108,Wellspring Mask Ogerpon ex,Pokemon,POKEMON,TWM,64,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,18,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,19,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,20,791,Moltres,Pokemon,POKEMON,PFL,14,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,21,209,Chien-Pao,Pokemon,POKEMON,SSP,56,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,22,979,Koraidon ex,Pokemon,POKEMON,ASC,121,False,True
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,23,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,24,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,25,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,26,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,27,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,28,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,29,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,30,1188,Ciphermaniac’s Codebreaking,Trainer,SUPPORTER,TEF,145,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,31,1188,Ciphermaniac’s Codebreaking,Trainer,SUPPORTER,TEF,145,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,32,1205,Cyrano,Trainer,SUPPORTER,SSP,170,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,33,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,34,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,35,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,36,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,37,1102,Dusk Ball,Trainer,ITEM,SSP,175,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,38,1102,Dusk Ball,Trainer,ITEM,SSP,175,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,39,1102,Dusk Ball,Trainer,ITEM,SSP,175,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,40,1102,Dusk Ball,Trainer,ITEM,SSP,175,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,41,1146,Wondrous Patch,Trainer,ITEM,PFL,94,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,42,1146,Wondrous Patch,Trainer,ITEM,PFL,94,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,43,1146,Wondrous Patch,Trainer,ITEM,PFL,94,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,44,1088,Prime Catcher,Trainer,ITEM,TEF,157,True,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,45,1172,Lillie’s Pearl,Trainer,TOOL,JTG,151,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,46,1172,Lillie’s Pearl,Trainer,TOOL,JTG,151,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,47,1250,Area Zero Underdepths,Trainer,STADIUM,SCR,131,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,48,1250,Area Zero Underdepths,Trainer,STADIUM,SCR,131,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,49,1250,Area Zero Underdepths,Trainer,STADIUM,SCR,131,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,50,1250,Area Zero Underdepths,Trainer,STADIUM,SCR,131,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,51,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,52,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,53,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,54,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,55,3,Basic {W} Energy,Energy,BASIC_ENERGY,SVE,3,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,56,3,Basic {W} Energy,Energy,BASIC_ENERGY,SVE,3,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,57,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,58,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,59,20,Rock Fighting Energy,Energy,SPECIAL_ENERGY,POR,88,False,False
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,60,2,Basic {R} Energy,Energy,BASIC_ENERGY,SVE,2,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1,119,Dreepy,Pokemon,POKEMON,TWM,128,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,2,119,Dreepy,Pokemon,POKEMON,TWM,128,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,3,119,Dreepy,Pokemon,POKEMON,TWM,128,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,4,119,Dreepy,Pokemon,POKEMON,TWM,128,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,5,120,Drakloak,Pokemon,POKEMON,TWM,129,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,6,120,Drakloak,Pokemon,POKEMON,TWM,129,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,7,120,Drakloak,Pokemon,POKEMON,TWM,129,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,8,120,Drakloak,Pokemon,POKEMON,TWM,129,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,9,121,Dragapult ex,Pokemon,POKEMON,TWM,130,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,10,121,Dragapult ex,Pokemon,POKEMON,TWM,130,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,11,131,Duskull,Pokemon,POKEMON,SFA,18,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,12,131,Duskull,Pokemon,POKEMON,SFA,18,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,13,132,Dusclops,Pokemon,POKEMON,SFA,19,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,14,132,Dusclops,Pokemon,POKEMON,SFA,19,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,15,133,Dusknoir,Pokemon,POKEMON,SFA,20,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,16,235,Budew,Pokemon,POKEMON,PRE,4,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,17,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,18,1071,Meowth ex,Pokemon,POKEMON,POR,62,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,19,112,Munkidori,Pokemon,POKEMON,TWM,95,False,True
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,20,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,21,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,22,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,23,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,24,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,25,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,26,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,27,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,28,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,29,1231,Dawn,Trainer,SUPPORTER,PFL,87,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,30,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,31,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,32,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,33,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,34,1152,Poké Pad,Trainer,ITEM,POR,81,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,35,1152,Poké Pad,Trainer,ITEM,POR,81,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,36,1152,Poké Pad,Trainer,ITEM,POR,81,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,37,1152,Poké Pad,Trainer,ITEM,POR,81,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,38,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,39,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,40,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,41,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,42,1120,Crushing Hammer,Trainer,ITEM,SVI,168,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,43,1120,Crushing Hammer,Trainer,ITEM,SVI,168,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,44,1120,Crushing Hammer,Trainer,ITEM,SVI,168,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,45,1120,Crushing Hammer,Trainer,ITEM,SVI,168,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,46,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,47,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,48,1080,Unfair Stamp,Trainer,ITEM,TWM,165,True,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,49,1161,Handheld Fan,Trainer,TOOL,TWM,150,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,50,1256,Team Rocket's Watchtower,Trainer,STADIUM,DRI,180,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,51,1246,Jamming Tower,Trainer,STADIUM,TWM,153,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,52,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,53,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,54,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,55,2,Basic {R} Energy,Energy,BASIC_ENERGY,SVE,2,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,56,2,Basic {R} Energy,Energy,BASIC_ENERGY,SVE,2,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,57,2,Basic {R} Energy,Energy,BASIC_ENERGY,SVE,2,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,58,7,Basic {D} Energy,Energy,BASIC_ENERGY,SVE,7,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,59,7,Basic {D} Energy,Energy,BASIC_ENERGY,SVE,7,False,False
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,60,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1,400,Team Rocket's Tarountula,Pokemon,POKEMON,DRI,19,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,2,400,Team Rocket's Tarountula,Pokemon,POKEMON,DRI,19,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,3,400,Team Rocket's Tarountula,Pokemon,POKEMON,DRI,19,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,4,400,Team Rocket's Tarountula,Pokemon,POKEMON,DRI,19,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,5,401,Team Rocket's Spidops,Pokemon,POKEMON,DRI,20,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,6,401,Team Rocket's Spidops,Pokemon,POKEMON,DRI,20,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,7,401,Team Rocket's Spidops,Pokemon,POKEMON,DRI,20,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,8,401,Team Rocket's Spidops,Pokemon,POKEMON,DRI,20,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,9,431,Team Rocket's Mewtwo ex,Pokemon,POKEMON,DRI,81,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,10,431,Team Rocket's Mewtwo ex,Pokemon,POKEMON,DRI,81,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,11,434,Team Rocket's Mimikyu,Pokemon,POKEMON,DRI,87,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,12,434,Team Rocket's Mimikyu,Pokemon,POKEMON,DRI,87,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,13,414,Team Rocket's Articuno,Pokemon,POKEMON,DRI,51,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,14,414,Team Rocket's Articuno,Pokemon,POKEMON,DRI,51,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,15,272,Lillie’s Clefairy ex,Pokemon,POKEMON,JTG,56,False,True
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,16,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,17,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,18,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,19,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,20,1216,Team Rocket's Ariana,Trainer,SUPPORTER,DRI,171,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,21,1216,Team Rocket's Ariana,Trainer,SUPPORTER,DRI,171,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,22,1216,Team Rocket's Ariana,Trainer,SUPPORTER,DRI,171,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,23,1216,Team Rocket's Ariana,Trainer,SUPPORTER,DRI,171,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,24,1218,Team Rocket's Giovanni,Trainer,SUPPORTER,DRI,174,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,25,1218,Team Rocket's Giovanni,Trainer,SUPPORTER,DRI,174,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,26,1218,Team Rocket's Giovanni,Trainer,SUPPORTER,DRI,174,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,27,1220,Team Rocket's Proton,Trainer,SUPPORTER,DRI,177,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,28,1220,Team Rocket's Proton,Trainer,SUPPORTER,DRI,177,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,29,1219,Team Rocket's Petrel,Trainer,SUPPORTER,DRI,176,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,30,1134,Team Rocket's Transceiver,Trainer,ITEM,DRI,178,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,31,1134,Team Rocket's Transceiver,Trainer,ITEM,DRI,178,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,32,1134,Team Rocket's Transceiver,Trainer,ITEM,DRI,178,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,33,1134,Team Rocket's Transceiver,Trainer,ITEM,DRI,178,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,34,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,35,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,36,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,37,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,38,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,39,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,40,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,41,1094,Bug Catching Set,Trainer,ITEM,TWM,143,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,42,1094,Bug Catching Set,Trainer,ITEM,TWM,143,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,43,1116,Energy Switch,Trainer,ITEM,SVI,173,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,44,1156,Lucky Helmet,Trainer,TOOL,TWM,158,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,45,1156,Lucky Helmet,Trainer,TOOL,TWM,158,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,46,1158,Maximum Belt,Trainer,TOOL,TEF,154,True,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,47,1257,Team Rocket's Factory,Trainer,STADIUM,DRI,173,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,48,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,49,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,50,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,51,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,52,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,53,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,54,15,Team Rocket's Energy,Energy,SPECIAL_ENERGY,DRI,182,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,55,15,Team Rocket's Energy,Energy,SPECIAL_ENERGY,DRI,182,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,56,15,Team Rocket's Energy,Energy,SPECIAL_ENERGY,DRI,182,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,57,15,Team Rocket's Energy,Energy,SPECIAL_ENERGY,DRI,182,False,False
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,58,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False
