deck_id,deck_name,archetype,card_id,card_name,card_class,card_type,expansion,collection_no,is_ace_spec,is_basic_pokemon,quantity
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False,4
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,1205,Cyrano,Trainer,SUPPORTER,SSP,170,False,False,1
EX_01,Mega Kangaskhan / Lillie's Clefairy,Mega Kangaskhan Clefairy midrange,1250,Area Zero Underdepths,Trainer,STADIUM,SCR,131,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,2,Basic {R} Energy,Energy,BASIC_ENERGY,SVE,2,False,False,3
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,7,Basic {D} Energy,Energy,BASIC_ENERGY,SVE,7,False,False,2
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,112,Munkidori,Pokemon,POKEMON,TWM,95,False,True,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,119,Dreepy,Pokemon,POKEMON,TWM,128,False,True,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,120,Drakloak,Pokemon,POKEMON,TWM,129,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,121,Dragapult ex,Pokemon,POKEMON,TWM,130,False,False,2
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,131,Duskull,Pokemon,POKEMON,SFA,18,False,True,2
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,132,Dusclops,Pokemon,POKEMON,SFA,19,False,False,2
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,133,Dusknoir,Pokemon,POKEMON,SFA,20,False,False,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,235,Budew,Pokemon,POKEMON,PRE,4,False,True,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1071,Meowth ex,Pokemon,POKEMON,POR,62,False,True,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1080,Unfair Stamp,Trainer,ITEM,TWM,165,True,False,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,2
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1120,Crushing Hammer,Trainer,ITEM,SVI,168,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1161,Handheld Fan,Trainer,TOOL,TWM,150,False,False,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,2
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1198,Crispin,Trainer,SUPPORTER,SCR,133,False,False,3
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1231,Dawn,Trainer,SUPPORTER,PFL,87,False,False,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1246,Jamming Tower,Trainer,STADIUM,TWM,153,False,False,1
EX_02,Dragapult ex / Dusknoir,Dragapult Dusknoir damage spread,1256,Team Rocket's Watchtower,Trainer,STADIUM,DRI,180,False,False,1
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False,8
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False,1
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,15,Team Rocket's Energy,Energy,SPECIAL_ENERGY,DRI,182,False,False,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,272,Lillie’s Clefairy ex,Pokemon,POKEMON,JTG,56,False,True,1
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,400,Team Rocket's Tarountula,Pokemon,POKEMON,DRI,19,False,True,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,401,Team Rocket's Spidops,Pokemon,POKEMON,DRI,20,False,False,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,414,Team Rocket's Articuno,Pokemon,POKEMON,DRI,51,False,True,2
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,431,Team Rocket's Mewtwo ex,Pokemon,POKEMON,DRI,81,False,True,2
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,434,Team Rocket's Mimikyu,Pokemon,POKEMON,DRI,87,False,True,2
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1094,Bug Catching Set,Trainer,ITEM,TWM,143,False,False,2
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,3
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1116,Energy Switch,Trainer,ITEM,SVI,173,False,False,1
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1134,Team Rocket's Transceiver,Trainer,ITEM,DRI,178,False,False,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1156,Lucky Helmet,Trainer,TOOL,TWM,158,False,False,2
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1158,Maximum Belt,Trainer,TOOL,TEF,154,True,False,1
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1216,Team Rocket's Ariana,Trainer,SUPPORTER,DRI,171,False,False,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1218,Team Rocket's Giovanni,Trainer,SUPPORTER,DRI,174,False,False,3
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1219,Team Rocket's Petrel,Trainer,SUPPORTER,DRI,176,False,False,1
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1220,Team Rocket's Proton,Trainer,SUPPORTER,DRI,177,False,False,2
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_03,Team Rocket's Mewtwo ex / Mimikyu,Team Rocket Mewtwo control,1257,Team Rocket's Factory,Trainer,STADIUM,DRI,173,False,False,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,9,Boomerang Energy,Energy,SPECIAL_ENERGY,TWM,166,False,False,3
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,20,Rock Fighting Energy,Energy,SPECIAL_ENERGY,POR,88,False,False,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,144,Kyurem,Pokemon,POKEMON,SFA,47,False,True,2
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,162,Slowpoke,Pokemon,POKEMON,SCR,57,False,True,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,163,Slowking,Pokemon,POKEMON,SCR,58,False,False,3
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,184,Latias ex,Pokemon,POKEMON,SSP,76,False,True,2
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,272,Lillie’s Clefairy ex,Pokemon,POKEMON,JTG,56,False,True,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,276,Metagross,Pokemon,POKEMON,JTG,63,False,False,2
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,377,Zeraora,Pokemon,POKEMON,DRI,78,False,True,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,756,Mega Kangaskhan ex,Pokemon,POKEMON,MEG,104,False,True,3
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1071,Meowth ex,Pokemon,POKEMON,POR,62,False,True,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1092,Secret Box,Trainer,ITEM,TWM,163,True,False,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,2
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1123,Switch,Trainer,ITEM,SVI,194,False,False,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1146,Wondrous Patch,Trainer,ITEM,PFL,94,False,False,3
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1156,Lucky Helmet,Trainer,TOOL,TWM,158,False,False,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1175,Brave Bangle,Trainer,TOOL,WHT,80,False,False,1
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1188,Ciphermaniac’s Codebreaking,Trainer,SUPPORTER,TEF,145,False,False,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_04,Slowking / Topdeck Toolbox,Slowking topdeck toolbox,1248,Academy at Night,Trainer,STADIUM,SFA,54,False,False,4
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1,Basic {G} Energy,Energy,BASIC_ENERGY,SVE,1,False,False,15
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,92,Applin,Pokemon,POKEMON,TWM,17,False,True,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,93,Dipplin,Pokemon,POKEMON,TWM,18,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,96,Teal Mask Ogerpon ex,Pokemon,POKEMON,TWM,25,False,True,4
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,150,Hydrapple ex,Pokemon,POKEMON,SCR,14,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,172,Hoothoot,Pokemon,POKEMON,SCR,114,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,173,Noctowl,Pokemon,POKEMON,SCR,115,False,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,655,Celebi,Pokemon,POKEMON,MEG,12,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,708,Chikorita,Pokemon,POKEMON,MEG,8,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,709,Bayleef,Pokemon,POKEMON,MEG,9,False,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,710,Meganium,Pokemon,POKEMON,MEG,10,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,917,Chikorita,Pokemon,POKEMON,ASC,8,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,918,Bayleef,Pokemon,POKEMON,ASC,9,False,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,920,Tapu Bulu,Pokemon,POKEMON,SFA,6,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1071,Meowth ex,Pokemon,POKEMON,POR,62,False,True,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1080,Unfair Stamp,Trainer,ITEM,TWM,165,True,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1094,Bug Catching Set,Trainer,ITEM,TWM,143,False,False,4
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1184,Lana’s Aid,Trainer,SUPPORTER,TWM,155,False,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1201,Briar,Trainer,SUPPORTER,SCR,132,False,False,1
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1231,Dawn,Trainer,SUPPORTER,PFL,87,False,False,2
EX_05,Grass Box / Ogerpon / Hydrapple,Grass energy toolbox,1261,Forest of Vitality,Trainer,STADIUM,MEG,117,False,False,3
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,6,Basic {F} Energy,Energy,BASIC_ENERGY,SVE,6,False,False,2
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,11,Mist Energy,Energy,SPECIAL_ENERGY,TEF,161,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,14,Spiky Energy,Energy,SPECIAL_ENERGY,JTG,159,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,18,Grow Grass Energy,Energy,SPECIAL_ENERGY,POR,86,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,117,Cornerstone Mask Ogerpon ex,Pokemon,POKEMON,TWM,112,False,True,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,344,Dwebble,Pokemon,POKEMON,DRI,11,False,True,3
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,345,Crustle,Pokemon,POKEMON,DRI,12,False,False,3
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,756,Mega Kangaskhan ex,Pokemon,POKEMON,MEG,104,False,True,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,858,Psyduck,Pokemon,POKEMON,ASC,39,False,True,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False,2
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1120,Crushing Hammer,Trainer,ITEM,SVI,168,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1122,Pokégear 3.0,Trainer,ITEM,SVI,186,False,False,3
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1123,Switch,Trainer,ITEM,SVI,194,False,False,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1147,Jumbo Ice Cream,Trainer,ITEM,PFL,91,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1159,Hero’s Cape,Trainer,TOOL,TEF,152,True,False,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1186,Eri,Trainer,SUPPORTER,TEF,146,False,False,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1190,Bianca’s Devotion,Trainer,SUPPORTER,TEF,142,False,False,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1197,Xerosic’s Machinations,Trainer,SUPPORTER,SFA,64,False,False,1
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1219,Team Rocket's Petrel,Trainer,SUPPORTER,DRI,176,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1225,Hilda,Trainer,SUPPORTER,WHT,84,False,False,2
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1227,Lillie's Determination,Trainer,SUPPORTER,MEG,119,False,False,4
EX_06,Mega Kangaskhan / Crustle / Petrel,Mega Kangaskhan disruption,1257,Team Rocket's Factory,Trainer,STADIUM,DRI,173,False,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,5,Basic {P} Energy,Energy,BASIC_ENERGY,SVE,5,False,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,13,Enriching Energy,Energy,SPECIAL_ENERGY,SSP,191,True,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,20,Rock Fighting Energy,Energy,SPECIAL_ENERGY,POR,88,False,False,4
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,66,Dudunsparce,Pokemon,POKEMON,TEF,129,False,False,3
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,140,Fezandipiti ex,Pokemon,POKEMON,SFA,38,False,True,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,142,Genesect,Pokemon,POKEMON,SFA,40,False,True,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,222,Dedenne,Pokemon,POKEMON,SSP,87,False,True,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,305,Dunsparce,Pokemon,POKEMON,JTG,120,False,True,3
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,521,Elgyem,Pokemon,POKEMON,BLK,40,False,True,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,741,Abra,Pokemon,POKEMON,MEG,54,False,True,4
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,742,Kadabra,Pokemon,POKEMON,MEG,55,False,False,4
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,743,Alakazam,Pokemon,POKEMON,MEG,56,False,False,3
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,858,Psyduck,Pokemon,POKEMON,ASC,39,False,True,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1079,Rare Candy,Trainer,ITEM,SVI,191,False,False,3
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1081,Enhanced Hammer,Trainer,ITEM,TWM,148,False,False,2
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1086,Buddy-Buddy Poffin,Trainer,ITEM,TEF,144,False,False,4
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1129,Sacred Ash,Trainer,ITEM,DRI,168,False,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1152,Poké Pad,Trainer,ITEM,POR,81,False,False,4
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1156,Lucky Helmet,Trainer,TOOL,TWM,158,False,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1161,Handheld Fan,Trainer,TOOL,TWM,150,False,False,2
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1182,Boss’s Orders,Trainer,SUPPORTER,PAL,172,False,False,2
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1184,Lana’s Aid,Trainer,SUPPORTER,TWM,155,False,False,1
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1225,Hilda,Trainer,SUPPORTER,WHT,84,False,False,3
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1231,Dawn,Trainer,SUPPORTER,PFL,87,False,False,4
EX_07,Alakazam / Dudunsparce / Nighttime Mine,Alakazam Nighttime Mine control,1266,Nighttime Mine,Trainer,STADIUM,ASC,197,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,11,Mist Energy,Energy,SPECIAL_ENERGY,TEF,161,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,20,Rock Fighting Energy,Energy,SPECIAL_ENERGY,POR,88,False,False,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,272,Lillie’s Clefairy ex,Pokemon,POKEMON,JTG,56,False,True,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,304,Hop’s Snorlax,Pokemon,POKEMON,JTG,117,False,True,2
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,309,Hop’s Wooloo,Pokemon,POKEMON,JTG,135,False,True,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,310,Hop’s Dubwool,Pokemon,POKEMON,JTG,136,False,False,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,311,Hop’s Cramorant,Pokemon,POKEMON,JTG,138,False,True,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,343,Shaymin,Pokemon,POKEMON,DRI,10,False,True,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,878,Hop's Phantump,Pokemon,POKEMON,ASC,95,False,True,4
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,879,Hop's Trevenant,Pokemon,POKEMON,ASC,96,False,False,3
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1092,Secret Box,Trainer,ITEM,TWM,163,True,False,1
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1097,Night Stretcher,Trainer,ITEM,SFA,61,False,False,3
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1115,Hop’s Bag,Trainer,ITEM,JTG,147,False,False,2
EX_08,Hop's Trevenant / Postwick,Hop Trevenant tempo,1121,Ultra Ball,Trainer,ITEM,SVI,196,False,False,1
